;place_name;place_type;long;lat;concat_person;person
907;Lowell, Massachusetts;City;-71.3147;42.6394;http://dbpedia.org/resource/Clarence_Edwin_Ayres|Clarence Edwin Ayres (1891),http://dbpedia.org/resource/Martin_Anderson_(economist)|Martin Anderson (economist) (1936);2
908;Lowestoft;;1.75;52.48;http://dbpedia.org/resource/Dennis_Robertson_(economist)|Dennis Robertson (economist) (1890);1
909;Luanda;City;13.2344;-8.83833;http://dbpedia.org/resource/Pedro_Luís_da_Fonseca|Pedro Luís da Fonseca (1957);1
910;Lublin;;22.5703;51.2481;http://dbpedia.org/resource/Janusz_Lewandowski|Janusz Lewandowski (1951);1
911;Lucknow;City;80.95;26.85;http://dbpedia.org/resource/Santosh_Mehrotra|Santosh Mehrotra (1955);1
912;Luleå;;22.1539;65.5844;http://dbpedia.org/resource/Leif_Östling|Leif Östling (1945);1
913;Lusaka;City;28.2833;-15.4167;http://dbpedia.org/resource/Dambisa_Moyo|Dambisa Moyo (1969);1
914;Lustenau;;9.65972;47.4297;http://dbpedia.org/resource/Fredmund_Malik|Fredmund Malik (1944);1
915;Luxembourg;Country;6.13167;49.8144;http://dbpedia.org/resource/Etienne_Schneider|Etienne Schneider (1971);1
916;Luxembourg City;City;6.13194;49.6117;http://dbpedia.org/resource/Yves_Mersch|Yves Mersch (1949);1
917;Lviv;City;24.0142;49.83;http://dbpedia.org/resource/Grigory_Yavlinsky|Grigory Yavlinsky (1952),http://dbpedia.org/resource/Ludwig_von_Mises|Ludwig von Mises (1881);2
918;Lycksele;;18.6667;64.6;http://dbpedia.org/resource/Elisabeth_Svantesson|Elisabeth Svantesson (1967);1
919;Lyme, New Hampshire;Town;-72.1561;43.8103;http://dbpedia.org/resource/Arthur_Latham_Perry|Arthur Latham Perry (1830);1
920;Lynch, Kentucky;City;-82.9167;36.965;http://dbpedia.org/resource/Juanita_M._Kreps|Juanita M. Kreps (1921);1
921;Lynn, Massachusetts;City;-70.95;42.4667;http://dbpedia.org/resource/Miriam_Camp|Miriam Camp (1916);1
922;Lyon;;4.84;45.76;http://dbpedia.org/resource/Azouz_Begag|Azouz Begag (1957),http://dbpedia.org/resource/Louis_Auguste_Say|Louis Auguste Say (1774);2
923;Lübeck;City;10.6864;53.8697;http://dbpedia.org/resource/Klaus_Regling|Klaus Regling (1950);1
924;Macon, Georgia;City;-83.6517;32.8347;http://dbpedia.org/resource/Steve_Hanke|Steve Hanke (1942);1
925;Madaoua;;5.95861;14.0758;http://dbpedia.org/resource/Michèle_Pujol|Michèle Pujol (1951);1
926;Madison, Wisconsin;City;-89.3842;43.0747;http://dbpedia.org/resource/Ariel_Kalil|Ariel Kalil (1969),http://dbpedia.org/resource/Frank_Ackerman|Frank Ackerman (1946),http://dbpedia.org/resource/John_A._List|John A. List (1968),http://dbpedia.org/resource/Sumner_Slichter|Sumner Slichter (1892);4
927;Madras Presidency;AdministrativeRegion;80.27;13.08;http://dbpedia.org/resource/J._C._Kumarappa|J. C. Kumarappa (1892),http://dbpedia.org/resource/V._K._R._V._Rao|V. K. R. V. Rao (1908);2
928;Madrid;City;-3.71667;40.4167;http://dbpedia.org/resource/Francisco_de_Borbón_y_Escasany,_5th_Duke_of_Seville|Francisco de Borbón y Escasany, 5th Duke of Seville (1943),http://dbpedia.org/resource/Guillermo_de_la_Dehesa|Guillermo de la Dehesa (1941),http://dbpedia.org/resource/Jesús_Huerta_de_Soto|Jesús Huerta de Soto (1956),http://dbpedia.org/resource/José_María_Álvarez-Pallete|José María Álvarez-Pallete (1963),http://dbpedia.org/resource/Juan_Camilo_Mouriño|Juan Camilo Mouriño (1971),http://dbpedia.org/resource/Julián_García_Vargas|Julián García Vargas (2000),http://dbpedia.org/resource/Louis_Blanc|Louis Blanc (1811),http://dbpedia.org/resource/Luis_María_Linde|Luis María Linde (1945),http://dbpedia.org/resource/Luis_de_Guindos|Luis de Guindos (1960),http://dbpedia.org/resource/Miguel_Ángel_Fernández_Ordóñez|Miguel Ángel Fernández Ordóñez (1945),http://dbpedia.org/resource/Rodrigo_Rato|Rodrigo Rato (1949);11
929;Magdalena de Kino;;-111.05;30.6167;http://dbpedia.org/resource/Luis_Donaldo_Colosio|Luis Donaldo Colosio (1950);1
930;Magdeburg;;11.6167;52.1333;http://dbpedia.org/resource/Wolfgang_G._Schwanitz|Wolfgang G. Schwanitz (1955);1
931;Magoé District;AdministrativeRegion;31.752;-15.807;http://dbpedia.org/resource/Luísa_Diogo|Luísa Diogo (1958);1
932;Maharashtra;;72.82;18.97;http://dbpedia.org/resource/Dhananjay_Ramchandra_Gadgil|Dhananjay Ramchandra Gadgil (1901),http://dbpedia.org/resource/Sukhadeo_Thorat|Sukhadeo Thorat (1949);2
933;Mahé, Seychelles;Island;55.4667;-4.66667;http://dbpedia.org/resource/Caroline_Abel|Caroline Abel (2000),http://dbpedia.org/resource/Sherin_Naiken|Sherin Naiken (1984);2
934;Maia, Portugal;Country;-8.61667;41.2333;http://dbpedia.org/resource/Fernando_Teixeira_dos_Santos|Fernando Teixeira dos Santos (1951);1
935;Maiden Rock, Wisconsin;Village;-92.2436;44.5711;http://dbpedia.org/resource/Paul_Nystrom|Paul Nystrom (1878);1
936;Main-Kinzig-Kreis;AdministrativeRegion;9.3;50.25;http://dbpedia.org/resource/Theodore_Levitt|Theodore Levitt (1925);1
937;Mainz;Town;8.26667;50.0;http://dbpedia.org/resource/Ludwig_Bamberger|Ludwig Bamberger (1823);1
938;Majori;;23.8;56.9667;http://dbpedia.org/resource/Andrei_Berzin|Andrei Berzin (1893);1
939;Mala Krsna;Village;21.0333;44.5833;http://dbpedia.org/resource/Miroljub_Labus|Miroljub Labus (1947);1
940;Malang;City;112.62;-7.98;http://dbpedia.org/resource/Widjojo_Nitisastro|Widjojo Nitisastro (1927);1
941;Malartic, Quebec;City;-78.1333;48.1333;http://dbpedia.org/resource/Marcel_Côté|Marcel Côté (1942);1
942;Malawi;Country;34.0;-13.5;http://dbpedia.org/resource/Yvonne_Mhango|Yvonne Mhango (1979);1
943;Malaysia;Country;112.5;2.5;http://dbpedia.org/resource/Arthur_Joseph_Kurup|Arthur Joseph Kurup (1982),http://dbpedia.org/resource/Martin_Khor|Martin Khor (1951),http://dbpedia.org/resource/Woo_Wing_Thye|Woo Wing Thye (1954),http://dbpedia.org/resource/Yuen_Pau_Woo|Yuen Pau Woo (1963);4
944;Malden, Massachusetts;City;-71.0667;42.425;http://dbpedia.org/resource/Chester_Barnard|Chester Barnard (1886);1
945;Malvern East, Victoria;;145.06;-37.878;http://dbpedia.org/resource/Donald_Cochrane_(economist)|Donald Cochrane (economist) (1917);1
946;Manaus;City;-60.0167;-3.1;http://dbpedia.org/resource/Samuel_Benchimol|Samuel Benchimol (1923);1
947;Manchester;City;-2.24528;53.4794;http://dbpedia.org/resource/C._H._Douglas|C. H. Douglas (1879),http://dbpedia.org/resource/Gareth_Myles|Gareth Myles (2000),http://dbpedia.org/resource/Harold_Laski|Harold Laski (1893),http://dbpedia.org/resource/Helen_Bosanquet|Helen Bosanquet (1860),http://dbpedia.org/resource/Howard_Davies_(economist)|Howard Davies (economist) (1951),http://dbpedia.org/resource/Jim_O'Neill,_Baron_O'Neill_of_Gatley|Jim O'Neill, Baron O'Neill of Gatley (1957),http://dbpedia.org/resource/W._Michael_Hanemann|W. Michael Hanemann (1944);7
948;Manchester, Connecticut;Town;-72.5242;41.7753;http://dbpedia.org/resource/Warren_Mosler|Warren Mosler (1949);1
949;Manhattan;City;-73.9667;40.7833;http://dbpedia.org/resource/Edward_Glaeser|Edward Glaeser (1967),http://dbpedia.org/resource/Randii_Wessen|Randii Wessen (1958);2
950;Manila;City;120.977;14.5958;http://dbpedia.org/resource/Augusto_Santos|Augusto Santos (2000),http://dbpedia.org/resource/Gil_Puyat|Gil Puyat (1907),http://dbpedia.org/resource/Joey_Salceda|Joey Salceda (1961),http://dbpedia.org/resource/Solita_Monsod|Solita Monsod (1940);4
951;Manisa;Town;27.4222;38.6306;http://dbpedia.org/resource/Atilla_Karaosmanoğlu|Atilla Karaosmanoğlu (1932);1
952;Mansfield;;-1.2;53.15;http://dbpedia.org/resource/Ed_Davey|Ed Davey (1965);1
953;Manteigas;;-7.53333;40.4;http://dbpedia.org/resource/Vítor_Gaspar|Vítor Gaspar (1960);1
954;Mantua;;10.7917;45.1564;http://dbpedia.org/resource/Achille_Loria|Achille Loria (1857);1
955;Maputo;City;32.5833;-25.9667;http://dbpedia.org/resource/Agostinho_Mondlane|Agostinho Mondlane (1959);1
956;Maramureș County;AdministrativeRegion;24.005;47.6728;http://dbpedia.org/resource/Decebal_Traian_Remeș|Decebal Traian Remeș (1949);1
957;Mardan;City;72.0258;34.2012;http://dbpedia.org/resource/Sartaj_Aziz|Sartaj Aziz (1929);1
958;Marklowice;Village;18.5247;50.0183;http://dbpedia.org/resource/Teofil_Adamecki|Teofil Adamecki (1886);1
959;Marrakesh;City;-8.00889;31.63;http://dbpedia.org/resource/Maurice_Lauré|Maurice Lauré (1917);1
960;Marrickville, New South Wales;;151.146;-33.9186;http://dbpedia.org/resource/Max_Ruddock|Max Ruddock (1914);1
961;Marseille;;5.37;43.2964;http://dbpedia.org/resource/Jean_Peyrelevade|Jean Peyrelevade (1939);1
962;Masaka;;31.7361;-0.341111;http://dbpedia.org/resource/John_Ddumba_Ssentamu|John Ddumba Ssentamu (1953);1
963;Mashhad;City;59.6;36.3;http://dbpedia.org/resource/Hamid_Reza_Sadr|Hamid Reza Sadr (1956);1
964;Matamoros, Tamaulipas;City;-97.5042;25.8797;http://dbpedia.org/resource/Manuel_Cavazos_Lerma|Manuel Cavazos Lerma (1946),http://dbpedia.org/resource/Tomás_Yarrington|Tomás Yarrington (1957);2
965;Matane;Town;-67.5333;48.85;http://dbpedia.org/resource/Rodrigue_Tremblay|Rodrigue Tremblay (1939);1
966;Matara, Sri Lanka;City;80.5333;5.95;http://dbpedia.org/resource/Warnasena_Rasaputra|Warnasena Rasaputra (1927);1
967;Mauritania;Country;-12.0;20.0;http://dbpedia.org/resource/Zeine_Ould_Zeidane|Zeine Ould Zeidane (1966);1
968;Maypearl, Texas;City;-97.0069;32.3158;http://dbpedia.org/resource/Pat_Choate|Pat Choate (1941);1
969;Mazabuka;City;27.7475;-15.8467;http://dbpedia.org/resource/Stanley_Fischer|Stanley Fischer (1943);1
970;Mazamitla;City;-103.021;19.9153;http://dbpedia.org/resource/Ernesto_Zedillo|Ernesto Zedillo (1951);1
971;Mbale;;34.175;1.08056;http://dbpedia.org/resource/James_Mutende|James Mutende (1962);1
972;Mbale District;AdministrativeRegion;34.3333;0.95;http://dbpedia.org/resource/Emmanuel_Blayo_Wakhweya|Emmanuel Blayo Wakhweya (1936);1
973;Mbarara;;30.6583;-0.613333;http://dbpedia.org/resource/Michael_Tusiime|Michael Tusiime (1972);1
974;McKellar, Ontario;Town;-79.85;45.4833;http://dbpedia.org/resource/Mel_Watkins|Mel Watkins (1932);1
975;McLean County, Illinois;AdministrativeRegion;-88.85;40.49;http://dbpedia.org/resource/Frank_Knight|Frank Knight (1885);1
976;McPherson, Kansas;City;-97.6622;38.3719;http://dbpedia.org/resource/Clifford_Hildreth|Clifford Hildreth (1917);1
977;Mecca;City;39.8233;21.4225;http://dbpedia.org/resource/Ahmed_Zaki_Yamani|Ahmed Zaki Yamani (1930);1
978;Medellín;Town;-75.5906;6.23083;http://dbpedia.org/resource/Andrés_Felipe_Arias_Leiva|Andrés Felipe Arias Leiva (1973),http://dbpedia.org/resource/Estanislao_Zuleta|Estanislao Zuleta (1935),http://dbpedia.org/resource/Gabriel_Betancourt|Gabriel Betancourt (1918),http://dbpedia.org/resource/Jacquin_Strouss_Lucena|Jacquin Strouss Lucena (1953),http://dbpedia.org/resource/Luis_Fernando_Correa_Bahamon|Luis Fernando Correa Bahamon (1955),http://dbpedia.org/resource/Luis_Guillermo_Vélez|Luis Guillermo Vélez (1943);6
979;Medford, Massachusetts;City;-71.1067;42.4183;http://dbpedia.org/resource/William_Z._Ripley|William Z. Ripley (1867);1
980;Meknes;City;-5.55472;33.895;http://dbpedia.org/resource/Salaheddine_Mezouar|Salaheddine Mezouar (1953);1
981;Melbourne;City;144.963;-37.8136;http://dbpedia.org/resource/Alison_Booth|Alison Booth (2000),http://dbpedia.org/resource/Bob_Johnston_(economist)|Bob Johnston (economist) (1924),http://dbpedia.org/resource/Geoff_Raby|Geoff Raby (1953),http://dbpedia.org/resource/Geoffrey_Harcourt|Geoffrey Harcourt (1931),http://dbpedia.org/resource/H._M._Knight|H. M. Knight (1919),http://dbpedia.org/resource/Martin_Pakula|Martin Pakula (1969),http://dbpedia.org/resource/Peter_Costello|Peter Costello (1957),http://dbpedia.org/resource/Siobhan_Austen|Siobhan Austen (2000);8
982;Melrose, Massachusetts;City;-71.0667;42.4583;http://dbpedia.org/resource/Thomas_Woods|Thomas Woods (1972);1
983;Memphis, Tennessee;City;-89.9711;35.1175;http://dbpedia.org/resource/Russ_Roberts|Russ Roberts (1954);1
984;Mequon, Wisconsin;City;-87.96;43.2242;http://dbpedia.org/resource/Balthasar_H._Meyer|Balthasar H. Meyer (1866);1
985;Messina;;15.55;38.1833;http://dbpedia.org/resource/Antonio_Martino|Antonio Martino (1942);1
986;Metelen;Town;7.21194;52.1444;http://dbpedia.org/resource/Hans_Tietmeyer|Hans Tietmeyer (1931);1
987;Mexico;Country;-99.1333;23.0;http://dbpedia.org/resource/Arturo_Núñez_Jiménez|Arturo Núñez Jiménez (1948),http://dbpedia.org/resource/Emiliano_Salinas|Emiliano Salinas (1976),http://dbpedia.org/resource/Heriberto_Félix_Guerra|Heriberto Félix Guerra (1962),http://dbpedia.org/resource/Jesús_Silva_Herzog|Jesús Silva Herzog (1892),http://dbpedia.org/resource/José_Julián_Sidaoui|José Julián Sidaoui (1953),http://dbpedia.org/resource/Ramón_Beteta_Quintana|Ramón Beteta Quintana (1901);6
988;Mexico City;City;-99.1333;19.4333;http://dbpedia.org/resource/Agustín_Carstens|Agustín Carstens (1958),http://dbpedia.org/resource/Carlos_Salinas_de_Gortari|Carlos Salinas de Gortari (1948),http://dbpedia.org/resource/Ernesto_Cordero_Arroyo|Ernesto Cordero Arroyo (1968),http://dbpedia.org/resource/Esteban_Moctezuma|Esteban Moctezuma (1954),http://dbpedia.org/resource/Francisco_Gil_Díaz|Francisco Gil Díaz (1943),http://dbpedia.org/resource/Gabriel_Quadri_de_la_Torre|Gabriel Quadri de la Torre (1954),http://dbpedia.org/resource/Guillermo_Ortiz_Martínez|Guillermo Ortiz Martínez (1948),http://dbpedia.org/resource/Guillermo_Prieto|Guillermo Prieto (1818),http://dbpedia.org/resource/Gustavo_Petricioli|Gustavo Petricioli (1928),http://dbpedia.org/resource/Hugo_B._Margáin|Hugo B. Margáin (1913),http://dbpedia.org/resource/Jorge_Castañeda_Gutman|Jorge Castañeda Gutman (1953),http://dbpedia.org/resource/Jorge_Flores_Kelly|Jorge Flores Kelly (1969),http://dbpedia.org/resource/Josefina_Vázquez_Mota|Josefina Vázquez Mota (1961),http://dbpedia.org/resource/José_Yves_Limantour|José Yves Limantour (1854),http://dbpedia.org/resource/Luis_Ernesto_Derbez|Luis Ernesto Derbez (1947),http://dbpedia.org/resource/Luis_Videgaray_Caso|Luis Videgaray Caso (1968),http://dbpedia.org/resource/Manuel_Camacho_Solís|Manuel Camacho Solís (1946),http://dbpedia.org/resource/Mario_Ramón_Beteta|Mario Ramón Beteta (1925),http://dbpedia.org/resource/María_de_los_Ángeles_Moreno|María de los Ángeles Moreno (1945),http://dbpedia.org/resource/Pablo_Gómez_Álvarez|Pablo Gómez Álvarez (1946),http://dbpedia.org/resource/Pedro_Aspe|Pedro Aspe (1950),http://dbpedia.org/resource/Rogelio_Montemayor_Seguy|Rogelio Montemayor Seguy (1947),http://dbpedia.org/resource/Rosario_Green|Rosario Green (1941);23
989;Miami;City;-80.2089;25.7753;http://dbpedia.org/resource/Samuel_Moreno_Rojas|Samuel Moreno Rojas (1960);1
990;Middlebury, Vermont;Town;-73.1456;44.0019;http://dbpedia.org/resource/John_P._Townsend|John P. Townsend (1832);1
991;Middlesbrough;Town;-1.2355;54.5767;http://dbpedia.org/resource/Kevin_Dowd|Kevin Dowd (1958);1
992;Middlesex;AdministrativeRegion;-0.416667;51.5;http://dbpedia.org/resource/Lionel_Robbins|Lionel Robbins (1898);1
993;Middleville, Michigan;Village;-85.4647;42.715;http://dbpedia.org/resource/F._A._Harper|F. A. Harper (1905);1
994;Mielec;;21.4333;50.2833;http://dbpedia.org/resource/Jan_Król|Jan Król (1950);1
995;Mikkeli;City;27.2667;61.6833;http://dbpedia.org/resource/Erkki_Liikanen|Erkki Liikanen (1950);1
996;Milan;;9.19;45.4669;http://dbpedia.org/resource/Gino_Zappa|Gino Zappa (1879),http://dbpedia.org/resource/Henri_Cernuschi|Henri Cernuschi (1821),http://dbpedia.org/resource/Luigi_Bodio|Luigi Bodio (1840),http://dbpedia.org/resource/Roberto_Tremelloni|Roberto Tremelloni (1900);4
997;Mildmay, Ontario;Village;-81.1189;44.0422;http://dbpedia.org/resource/Grant_Reuber|Grant Reuber (1927);1
998;Milton, Massachusetts;Town;-71.0667;42.25;http://dbpedia.org/resource/James_A._Field|James A. Field (1880);1
999;Milwaukee;City;-87.95;43.05;http://dbpedia.org/resource/Herbert_A._Simon|Herbert A. Simon (1916),http://dbpedia.org/resource/Les_Aspin|Les Aspin (1938);2
1000;Minneapolis;City;-93.2692;44.9819;http://dbpedia.org/resource/F._William_Engdahl|F. William Engdahl (1944);1
1001;Minnigaff;;-4.48317;54.967;http://dbpedia.org/resource/James_Mirrlees|James Mirrlees (1936);1
1002;Minsk;City;27.5667;53.9;http://dbpedia.org/resource/Oskar_Anderson|Oskar Anderson (2000);1
1003;Minuwangoda;Town;79.9619;7.17333;http://dbpedia.org/resource/Kamal_Karunanayake|Kamal Karunanayake (1937);1
1004;Miraj;City;74.63;16.83;http://dbpedia.org/resource/Ganesh_Vyankatesh_Joshi|Ganesh Vyankatesh Joshi (1851);1
1005;Miskolc;City;20.7917;48.1042;http://dbpedia.org/resource/Vilmos_Vályi-Nagy|Vilmos Vályi-Nagy (1971);1
1006;Mitcham;City;-0.1517;51.4009;http://dbpedia.org/resource/Peter_Kenneth_Newman|Peter Kenneth Newman (1928);1
1007;Molde;AdministrativeRegion;7.23861;62.7564;http://dbpedia.org/resource/Arnstein_Aassve|Arnstein Aassve (1968);1
1008;Moldova;Country;29.0;47.0;http://dbpedia.org/resource/Ion_Ciubuc|Ion Ciubuc (1943),http://dbpedia.org/resource/Leonid_Talmaci|Leonid Talmaci (1954);2
1009;Moncofa;;-0.133889;39.8025;http://dbpedia.org/resource/Carlos_Alós-Ferrer|Carlos Alós-Ferrer (1970);1
1010;Monifieth;;-2.82;56.481;http://dbpedia.org/resource/D._H._MacGregor|D. H. MacGregor (1877);1
1011;Monrovia;City;-10.8014;6.31333;http://dbpedia.org/resource/Antoinette_Sayeh|Antoinette Sayeh (1958),http://dbpedia.org/resource/Ellen_Johnson_Sirleaf|Ellen Johnson Sirleaf (1938);2
1012;Montabaur;Town;7.82583;50.4375;http://dbpedia.org/resource/Heinz_König|Heinz König (1927);1
1013;Montclair, New Jersey;Town;-74.2109;40.825;http://dbpedia.org/resource/John_C._Bogle|John C. Bogle (1929),http://dbpedia.org/resource/John_Howard_Lindauer|John Howard Lindauer (1937),http://dbpedia.org/resource/Michael_Spence|Michael Spence (1943);3
1014;Monterey Park, California;City;-118.136;34.0492;http://dbpedia.org/resource/Roger_Noll|Roger Noll (1940);1
1015;Monterrey;City;-100.3;25.6667;http://dbpedia.org/resource/Gustavo_Garza_Villarreal|Gustavo Garza Villarreal (2000),http://dbpedia.org/resource/Manuel_Sánchez_(economist)|Manuel Sánchez (economist) (1950);2
1016;Montevideo;City;-56.1819;-34.8836;http://dbpedia.org/resource/Andrés_Martínez_Trueba|Andrés Martínez Trueba (1884),http://dbpedia.org/resource/Daniel_Olesker|Daniel Olesker (1952),http://dbpedia.org/resource/Danilo_Astori|Danilo Astori (1940),http://dbpedia.org/resource/Fernando_Lorenzo|Fernando Lorenzo (1960),http://dbpedia.org/resource/Isaac_Alfie|Isaac Alfie (1962),http://dbpedia.org/resource/José_Serrato|José Serrato (1868),http://dbpedia.org/resource/Mario_Bergara|Mario Bergara (1965),http://dbpedia.org/resource/Álvaro_García_Rodríguez|Álvaro García Rodríguez (1961);8
1017;Montezuma, Georgia;City;-84.0272;32.3028;http://dbpedia.org/resource/Lionel_W._McKenzie|Lionel W. McKenzie (1919);1
1018;Montmagny, Quebec;City;-70.55;46.9833;http://dbpedia.org/resource/Édouard_Montpetit|Édouard Montpetit (1881);1
1019;Monto, Queensland;AdministrativeRegion;151.123;-24.8641;http://dbpedia.org/resource/Jock_R._Anderson|Jock R. Anderson (1941);1
1020;Montreal;City;-73.5617;45.5089;http://dbpedia.org/resource/Athanasios_Asimakopulos|Athanasios Asimakopulos (1930),http://dbpedia.org/resource/David_Emerson|David Emerson (1945),http://dbpedia.org/resource/Eric_Kierans|Eric Kierans (1914),http://dbpedia.org/resource/Gordon_Wasserman,_Baron_Wasserman|Gordon Wasserman, Baron Wasserman (1938),http://dbpedia.org/resource/Henry_Mintzberg|Henry Mintzberg (1939),http://dbpedia.org/resource/Jacques_Parizeau|Jacques Parizeau (1930),http://dbpedia.org/resource/John_McCallum|John McCallum (1950),http://dbpedia.org/resource/Luc-Normand_Tellier|Luc-Normand Tellier (1944),http://dbpedia.org/resource/Maurice_Sauvé|Maurice Sauvé (1923),http://dbpedia.org/resource/Naomi_Klein|Naomi Klein (1970),http://dbpedia.org/resource/Nicolas_Marceau|Nicolas Marceau (1964),http://dbpedia.org/resource/Robert_Bourassa|Robert Bourassa (1933),http://dbpedia.org/resource/Robert_Lacroix|Robert Lacroix (1940),http://dbpedia.org/resource/Rosalind_Blauer|Rosalind Blauer (1943),http://dbpedia.org/resource/Stephen_Hymer|Stephen Hymer (1934),http://dbpedia.org/resource/Tiff_Macklem|Tiff Macklem (2000);16
1021;Morgantown, West Virginia;City;-79.9506;39.6336;http://dbpedia.org/resource/William_Easterly|William Easterly (1957);1
1022;Morocco;Country;-6.0;34.0333;http://dbpedia.org/resource/Rachid_Talbi_Alami|Rachid Talbi Alami (2000);1
1023;Moscow;City;37.6172;55.7558;http://dbpedia.org/resource/Alexander_Chayanov|Alexander Chayanov (1888),http://dbpedia.org/resource/Alexander_Kronrod|Alexander Kronrod (1921),http://dbpedia.org/resource/Alexander_Zhukov|Alexander Zhukov (1956),http://dbpedia.org/resource/Anatole_Kaletsky|Anatole Kaletsky (1952),http://dbpedia.org/resource/Andrei_Shleifer|Andrei Shleifer (1961),http://dbpedia.org/resource/Andrey_Belousov|Andrey Belousov (1959),http://dbpedia.org/resource/Andrey_Borodin|Andrey Borodin (1967),http://dbpedia.org/resource/Arkady_Dvorkovich|Arkady Dvorkovich (1972),http://dbpedia.org/resource/Boris_Fyodorov|Boris Fyodorov (1958),http://dbpedia.org/resource/Boris_Gostev|Boris Gostev (1927),http://dbpedia.org/resource/Heinrich_Freiherr_von_Stackelberg|Heinrich Freiherr von Stackelberg (1905),http://dbpedia.org/resource/Josef_Zieleniec|Josef Zieleniec (1946),http://dbpedia.org/resource/Konstantin_Sonin|Konstantin Sonin (1972),http://dbpedia.org/resource/Leonid_Abalkin|Leonid Abalkin (1930),http://dbpedia.org/resource/Leonid_Hurwicz|Leonid Hurwicz (1917),http://dbpedia.org/resource/Megdet_Rahimkulov|Megdet Rahimkulov (1945),http://dbpedia.org/resource/Mikhail_Mikhailovich_Zadornov|Mikhail Mikhailovich Zadornov (1963),http://dbpedia.org/resource/Natalia_E._Bazhanova|Natalia E. Bazhanova (1947),http://dbpedia.org/resource/Nikolai_Danielson|Nikolai Danielson (1844),http://dbpedia.org/resource/Olga_Golodets|Olga Golodets (1962),http://dbpedia.org/resource/Paul_Haensel|Paul Haensel (1878),http://dbpedia.org/resource/Said_Gafurov|Said Gafurov (1967),http://dbpedia.org/resource/Victor_Polterovich|Victor Polterovich (1937),http://dbpedia.org/resource/Yegor_Gaidar|Yegor Gaidar (1956);24
